Account Name,Website,Billing State/Province,Opportunity Owner,Close Date,Est. Annual Construction Volume Range,USD Total Delta ARR,# of Pipeline Opps,Entry Channel (Category)
XL Construction LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.xlconstructionllc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.xlconstructionllc.com (New Window)"">http://www.xlconstructionllc.com</a>",MD,Christina Piperato,10/16/2020,Less than 5M,"7,800.00",1,Unknown
Riverdell Construction Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.riverdellconstruction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.riverdellconstruction.com (New Window)"">http://www.riverdellconstruction.com</a>",OR,Michael Rutski,10/16/2020,Less than 5M,"13,853.00",1,Inbound
"Atlantic Building & Management, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fatlanticbm.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://atlanticbm.com (New Window)"">http://atlanticbm.com</a>",MA,David O'Neal,10/14/2020,Less than 5M,"5,500.00",1,Inbound
Alliance Tri-State Construction Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fno%20website%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://no website (New Window)"">http://no website</a>",NY,Christina Piperato,10/9/2020,Less than 5M,"6,500.00",1,Unknown
Fas Trac General Contractors Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ffastracgc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://fastracgc.com/ (New Window)"">http://fastracgc.com/</a>",VA,Christina Piperato,10/8/2020,10M-20M,"15,757.00",2,Inbound
Hangartner Commercial Inc.,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fhangartnerco.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://hangartnerco.com/ (New Window)"">https://hangartnerco.com/</a>",TX,Christina Piperato,9/30/2020,5M-10M,"11,512.00",1,Inbound
Plummer,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.plummer.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.plummer.com/ (New Window)"">https://www.plummer.com/</a>",TX,Michael Rutski,9/29/2020,10M-20M,"22,542.00",1,Inbound
"Estime Enterprises, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.estimeinc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.estimeinc.com/ (New Window)"">http://www.estimeinc.com/</a>",MD,David O'Neal,9/25/2020,5M-10M,"15,649.00",3,Inbound
SD Design Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.sddconstruction.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.sddconstruction.com/ (New Window)"">http://www.sddconstruction.com/</a>",CA,Jesse Bustos,9/22/2020,5M-10M,"11,495.00",5,Unknown
Going Forward Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.goingforwardinc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.goingforwardinc.com (New Window)"">http://www.goingforwardinc.com</a>",TX,Mike Gamble,9/15/2020,Less than 5M,"4,050.00",1,Unknown
Sendero Commercial Roofing,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsenderous.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://senderous.com (New Window)"">http://senderous.com</a>",TX,Mike Gamble,9/14/2020,10M-20M,"16,707.50",1,Inbound
TREO Construction LLC,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Ftreoconstruction.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://treoconstruction.com/ (New Window)"">https://treoconstruction.com/</a>",FL,Mike Gamble,9/14/2020,Less than 5M,"8,132.00",2,Unknown
Schneider Building Company,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.schneiderbuildingcompany.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.schneiderbuildingcompany.com (New Window)"">http://www.schneiderbuildingcompany.com</a>",CO,David O'Neal,9/3/2020,20M-50M,"35,138.20",1,Inbound
"Eick & Day Construction, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Feick-day.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://eick-day.com (New Window)"">http://eick-day.com</a>",IA,David O'Neal,9/2/2020,10M-20M,"10,320.00",2,Unknown
Vincit Constructors,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.vincitconstructors.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.vincitconstructors.com/ (New Window)"">http://www.vincitconstructors.com/</a>",OK,Michael Rutski,9/1/2020,50M-100M,"9,222.00",1,Inbound
De La Fuente Construction Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fdlfci.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://dlfci.com (New Window)"">http://dlfci.com</a>",CA,Jesse Bustos,8/31/2020,20M-50M,"7,150.00",2,Unknown
"Telesco Construction Management, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftelescobuild.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://telescobuild.com (New Window)"">http://telescobuild.com</a>",FL,Christina Piperato,8/31/2020,20M-50M,"26,047.00",6,Inbound
"S.R. Duffie Consulting, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.srduffieconsulting.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.srduffieconsulting.com (New Window)"">http://www.srduffieconsulting.com</a>",PA,Christina Piperato,8/31/2020,10M-20M,"18,457.00",1,Outbound
"Diversified Site Services, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FDiversified-us.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://Diversified-us.com (New Window)"">http://Diversified-us.com</a>",MA,Christina Piperato,8/28/2020,10M-20M,"7,638.00",1,Inbound
Building Solutions,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbuildingsolns.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://buildingsolns.com/ (New Window)"">http://buildingsolns.com/</a>",TX,Mike Gamble,8/26/2020,20M-50M,"21,900.00",2,Unknown
KO Builders,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fko.builders%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ko.builders (New Window)"">http://ko.builders</a>",OH,Jesse Bustos,8/26/2020,Less than 5M,"8,388.00",2,Inbound
Cassesi Scully Construction,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.cassesiscully.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.cassesiscully.com/ (New Window)"">https://www.cassesiscully.com/</a>",LA,Mike Gamble,8/25/2020,Less than 5M,"7,531.00",1,Outbound
Genesis Construction of the Carolina's Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgenesiscoc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://genesiscoc.com (New Window)"">http://genesiscoc.com</a>",NC,David O'Neal,8/21/2020,Less than 5M,"7,200.00",1,Inbound
Great Ascent Development Company LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgreatascentdevelopment.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://greatascentdevelopment.com (New Window)"">http://greatascentdevelopment.com</a>",CO,Christina Piperato,8/20/2020,Less than 5M,"11,106.00",1,Inbound
Procare Commercial Services Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fprocareinc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://procareinc.com (New Window)"">http://procareinc.com</a>",CA,Jesse Bustos,8/20/2020,Less than 5M,"4,000.00",2,Inbound
FH Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.phoenixdevconst.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.phoenixdevconst.com (New Window)"">http://www.phoenixdevconst.com</a>",FL,David O'Neal,8/20/2020,10M-20M,"7,930.00",1,Inbound
Vasquez Construction Company,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.vasquezco.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.vasquezco.com (New Window)"">http://www.vasquezco.com</a>",CA,Jesse Bustos,8/19/2020,5M-10M,"9,302.00",2,Inbound
Adirondack Construction LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2F.%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://. (New Window)"">http://.</a>",TN,Christina Piperato,8/18/2020,Less than 5M,"11,959.00",1,Inbound
Cord Construction Services,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.cordcs.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.cordcs.com (New Window)"">http://www.cordcs.com</a>",OK,Mike Gamble,8/17/2020,10M-20M,"14,530.00",3,Inbound
Timothy Rose Contracting,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Ftimothyrosecontracting.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://timothyrosecontracting.com/ (New Window)"">https://timothyrosecontracting.com/</a>",FL,Mike Gamble,8/14/2020,Less than 5M,"4,500.00",2,Inbound
Apogee Construction,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.apogeec.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.apogeec.com/ (New Window)"">https://www.apogeec.com/</a>",CA,Mike Gamble,8/13/2020,5M-10M,"10,823.00",1,Inbound
Fordyce Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ffordyceconstruction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://fordyceconstruction.com (New Window)"">http://fordyceconstruction.com</a>",CA,Jesse Bustos,8/12/2020,5M-10M,"10,006.00",1,Unknown
"Connor Contracting, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fconnorcontractinginc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://connorcontractinginc.com (New Window)"">http://connorcontractinginc.com</a>",VT,Christina Piperato,8/10/2020,5M-10M,"8,005.00",3,Outbound
A+I DESIGN,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Faandidesign.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://aandidesign.com (New Window)"">http://aandidesign.com</a>",CA,Jesse Bustos,8/7/2020,Less than 5M,"6,500.00",2,Unknown
"DataCon Builders, LLC","<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fdataconbuilders.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://dataconbuilders.com/ (New Window)"">https://dataconbuilders.com/</a>",UT,Christina Piperato,8/6/2020,10M-20M,"17,546.00",1,Inbound
"Element Design Build, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fdesignmyelement.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://designmyelement.com (New Window)"">http://designmyelement.com</a>",ID,Jesse Bustos,7/31/2020,5M-10M,"11,033.00",1,Unknown
Belsaas & Smith Construction Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.belsmith.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.belsmith.com/ (New Window)"">http://www.belsmith.com/</a>",WA,David O'Neal,7/31/2020,Less than 5M,"8,965.00",2,Inbound
"Element Building Company, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.elementbuildingcompany.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.elementbuildingcompany.com (New Window)"">http://www.elementbuildingcompany.com</a>",ID,Jesse Bustos,7/31/2020,10M-20M,"11,033.00",1,Unknown
Bergeman Group,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbergemangroup.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://bergemangroup.com (New Window)"">http://bergemangroup.com</a>",HI,Jesse Bustos,7/30/2020,20M-50M,"25,000.00",2,Inbound
Guild GC inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fguildgc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://guildgc.com (New Window)"">http://guildgc.com</a>",CA,Jesse Bustos,7/30/2020,10M-20M,"15,473.00",2,Unknown
EMJ Consulting Group & Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Femjcg.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://emjcg.com (New Window)"">http://emjcg.com</a>",PA,Mike Gamble,7/28/2020,Less than 5M,"10,097.00",1,Inbound
Domeo Design Build,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.domeotx.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.domeotx.com (New Window)"">http://www.domeotx.com</a>",TX,Mike Gamble,7/28/2020,5M-10M,"12,400.00",2,Inbound
"Chart Construction, L.L.C.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fchartcs.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://chartcs.com (New Window)"">http://chartcs.com</a>",LA,David O'Neal,7/24/2020,5M-10M,"8,005.00",1,Inbound
Gotham New York LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgothamnewyorkcity.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://gothamnewyorkcity.com (New Window)"">http://gothamnewyorkcity.com</a>",NY,Michael Rutski,7/21/2020,5M-10M,"9,606.00",4,Outbound
Hawk Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.hawkconstructioninc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.hawkconstructioninc.com/ (New Window)"">http://www.hawkconstructioninc.com/</a>",MN,David O'Neal,7/17/2020,5M-10M,"6,212.00",3,Unknown
